restro_id,names,links,Google-Maps Links,Latitude,Longitude,Rating
68,Hotel Sri Durga Bhavana,https://www.zomato.com/manipal/hotel-sri-durga-bhavana-brahmagiri-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3404230000,74.7482230000",13.340423,74.748223,-1
69,Kediyoor Confectionery,https://www.zomato.com/manipal/kediyoor-confectionery-kidiyoor-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3431050000,74.7465860000",13.343105,74.746586,-1
70,Hotel Parota Point,https://www.zomato.com/manipal/hotel-parota-point-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3448448360,74.7906380460",13.34484484,74.79063805,4.2
71,Le Shaay,https://www.zomato.com/manipal/le-shaay-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3587650000,74.7848310000",13.358765,74.784831,-1
72,Chef Food Court,https://www.zomato.com/manipal/chef-food-court-saralebettu/order,"https://www.google.com/maps/dir/?api=1&destination=13.3561066775,74.7946484976",13.35610668,74.7946485,-1
73,Summer Park Deluxe A/C &amp; Non A/C Family Restaurant,https://www.zomato.com/manipal/summer-park-deluxe-a-c-non-a-c-family-restaurant-maruthi-veethika/order,"https://www.google.com/maps/dir/?api=1&destination=13.3441120000,74.7504840000",13.344112,74.750484,4.3
74,Barista,https://www.zomato.com/manipal/barista-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3527564839,74.7899591178",13.35275648,74.78995912,-1
75,Juice Junction,https://www.zomato.com/manipal/juice-junction-tiger-circle/order,"https://www.google.com/maps/dir/?api=1&destination=13.3528521800,74.7892796100",13.35285218,74.78927961,4.2
76,Naaniz,https://www.zomato.com/manipal/naaniz-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3619873000,74.7832522000",13.3619873,74.7832522,-1
77,Wokaholic,https://www.zomato.com/manipal/wokaholic-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3488540000,74.7815370000",13.348854,74.781537,-1
78,Hangyo Ice Cream,https://www.zomato.com/manipal/hangyo-ice-cream-1-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3526461000,74.7882572000",13.3526461,74.7882572,-1
79,Barbeque Nation,https://www.zomato.com/manipal/barbeque-nation-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3492806649,74.7826728970",13.34928066,74.7826729,4.5
80,LA Rochelle,https://www.zomato.com/manipal/la-rochelle-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3585802489,74.7848915994",13.35858025,74.7848916,-1
81,Scoops N Smiles,https://www.zomato.com/manipal/scoops-n-smiles-kidiyoor-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3437016342,74.7462967783",13.34370163,74.74629678,4.3
82,The Dessert Zone,https://www.zomato.com/manipal/the-dessert-zone-kunjibettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3458720000,74.7637350000",13.345872,74.763735,-1
83,Vaibhav,https://www.zomato.com/manipal/vaibhav-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3532745088,74.7859602794",13.35327451,74.78596028,-1
84,Mumbai Carters Blue Family Restaurant,https://www.zomato.com/manipal/mumbai-carters-blue-family-restaurant-kunjibettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3457731523,74.7556841746",13.34577315,74.75568417,-1
85,Hotel Swastik,https://www.zomato.com/manipal/hotel-swastik-shivalli/order,"https://www.google.com/maps/dir/?api=1&destination=13.3392598290,74.7514052660",13.33925983,74.75140527,4.2
86,Fresh Juice World,https://www.zomato.com/manipal/fresh-juice-world-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3527822000,74.7892761500",13.3527822,74.78927615,-1
87,Kouzina Kafe - The Food Court,https://www.zomato.com/manipal/kouzina-kafe-the-food-court-kunjibettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3458720000,74.7637350000",13.345872,74.763735,-1
88,Saiba,https://www.zomato.com/manipal/saiba-1-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3515660000,74.7850707000",13.351566,74.7850707,4.1
89,Inox,https://www.zomato.com/manipal/inox-dasharath-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3492000000,74.7829000000",13.3492,74.7829,-1
90,Saim Select,https://www.zomato.com/manipal/saim-select-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3542740000,74.7923570000",13.354274,74.792357,-1
91,Yo Dragon,https://www.zomato.com/manipal/yo-dragon-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3530878496,74.7857259167",13.35308785,74.78572592,-1
92,Dusk Till Dawn,https://www.zomato.com/manipal/dusk-till-dawn-2-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3549231306,74.7934923964",13.35492313,74.7934924,-1
93,Slurpy Shakes,https://www.zomato.com/manipal/slurpy-shakes-kunjibettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3460495671,74.7640695429",13.34604957,74.76406954,-1
94,Asian K Flavour,https://www.zomato.com/manipal/asian-k-flavour-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3529088251,74.7858083993",13.35290883,74.7858084,-1
95,Shake Shack,https://www.zomato.com/manipal/shake-shack-kinnimulki-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3373910000,74.7392430000",13.337391,74.739243,-1
96,Big Boss,https://www.zomato.com/manipal/big-boss-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3546276315,74.7958448902",13.35462763,74.79584489,4.2
97,The Book Cafe,https://www.zomato.com/manipal/the-book-cafe-kunjibettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3461252883,74.7599017397",13.34612529,74.75990174,-1
98,Five Star Chicken,https://www.zomato.com/manipal/five-star-chicken-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3535260000,74.7919760000",13.353526,74.791976,-1
99,Ainn Sweet &amp; Condiments,https://www.zomato.com/manipal/ainn-sweet-condiments-kidiyoor/order,"https://www.google.com/maps/dir/?api=1&destination=13.3434950000,74.7493230000",13.343495,74.749323,-1
100,Zafran Foods,https://www.zomato.com/manipal/zafran-foods-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3382340000,74.7881280000",13.338234,74.788128,-1
101,Red Kitchen Express,https://www.zomato.com/manipal/red-kitchen-express-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3472253685,74.7922778280",13.34722537,74.79227783,-1
102,Shack Point By Snack Shack,https://www.zomato.com/manipal/shack-point-by-snack-shack-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3521513590,74.7874549404",13.35215136,74.78745494,-1
103,Hotel Shubham,https://www.zomato.com/manipal/hotel-shubham-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3548047635,74.7950828075",13.35480476,74.79508281,-1
104,Tiwari Chat,https://www.zomato.com/manipal/tiwari-chat-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3459104917,74.7896127775",13.34591049,74.78961278,-1
105,Hangyo CTF,https://www.zomato.com/manipal/hangyo-ctf-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3483206058,74.7878971696",13.34832061,74.78789717,4.2
106,Makazai,https://www.zomato.com/manipal/makazai-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3484385270,74.7812147851",13.34843853,74.78121479,4.3
107,Hotel Thaamboolam,https://www.zomato.com/manipal/hotel-thaamboolam-kinnimulki/order,"https://www.google.com/maps/dir/?api=1&destination=13.3365307823,74.7497652099",13.33653078,74.74976521,-1
108,Mexican Burrito,https://www.zomato.com/manipal/mexican-burrito-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3471381000,74.7806482000",13.3471381,74.7806482,4.2
109,Kediyoor Gazebo,https://www.zomato.com/manipal/kediyoor-gazebo-kidiyoor-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3430940000,74.7466610000",13.343094,74.746661,4.4
110,Dolphin Lunch Home,https://www.zomato.com/manipal/dolphin-lunch-home-maruthi-veethika/order,"https://www.google.com/maps/dir/?api=1&destination=13.3433770000,74.7484620000",13.343377,74.748462,4.1
111,Machali Restaurant,https://www.zomato.com/manipal/machali-restaurant-brahmagiri-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3364587217,74.7400108766",13.33645872,74.74001088,4.2
112,Sammana Hotel,https://www.zomato.com/manipal/sammana-hotel-kunjibettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3457930000,74.7647560000",13.345793,74.764756,4.1
113,Dawath Restaurant,https://www.zomato.com/manipal/dawath-restaurant-kidiyoor/order,"https://www.google.com/maps/dir/?api=1&destination=13.3429712000,74.7468781000",13.3429712,74.7468781,-1
114,The Tawa Punjab,https://www.zomato.com/manipal/the-tawa-punjab-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3522575958,74.7843566537",13.3522576,74.78435665,-1
115,The Laughing Buddha,https://www.zomato.com/manipal/the-laughing-buddha-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3610551869,74.7829645872",13.36105519,74.78296459,-1
116,Ruchitha Restaurant,https://www.zomato.com/manipal/ruchitha-restaurant-1-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3500146524,74.7874415293",13.35001465,74.78744153,-1
117,Hotel Central Park,https://www.zomato.com/manipal/hotel-central-park-dasharath-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3492196000,74.7829272000",13.3492196,74.7829272,-1
118,Madhuvan Mandara Multi Cuisine Family Restaurant,https://www.zomato.com/manipal/madhuvan-mandara-multi-cuisine-family-restaurant-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3508700000,74.7874530000",13.35087,74.787453,4.3
119,Fullfills,https://www.zomato.com/manipal/fullfills-shivalli/order,"https://www.google.com/maps/dir/?api=1&destination=13.3469395000,74.7841914000",13.3469395,74.7841914,-1
120,Malika - White Lotus Hotel,https://www.zomato.com/manipal/malika-white-lotus-hotel-maruthi-veethika/order,"https://www.google.com/maps/dir/?api=1&destination=13.3439466288,74.7492344677",13.34394663,74.74923447,4.1
121,The Mill,https://www.zomato.com/manipal/the-mill-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3543113671,74.7920692132",13.35431137,74.79206921,-1
122,Dishes Family Restaurant,https://www.zomato.com/manipal/dishes-family-restaurant-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3475226151,74.7831712972",13.34752262,74.7831713,-1
123,Dolphin Lunch Home,https://www.zomato.com/manipal/dolphin-lunch-home-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3433770000,74.7484620000",13.343377,74.748462,4.1
124,Spicy Kitchen,https://www.zomato.com/manipal/spicy-kitchen-saralebettu/order,"https://www.google.com/maps/dir/?api=1&destination=13.3538225301,74.7921068454",13.35382253,74.79210685,-1
125,Shivanna's Military Hotel,https://www.zomato.com/manipal/shivannas-military-hotel-brahmagiri-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3368123001,74.7498675534",13.3368123,74.74986755,-1
126,Shivanna's Military Hotel,https://www.zomato.com/manipal/shivannas-military-hotel-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3368123001,74.7498675534",13.3368123,74.74986755,-1
127,Masala Kraft Kitchen,https://www.zomato.com/manipal/masala-kraft-kitchen-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3549083000,74.7941896000",13.3549083,74.7941896,-1
128,Fish Factory,https://www.zomato.com/manipal/fish-factory-brahmagiri/order,"https://www.google.com/maps/dir/?api=1&destination=13.3394123801,74.7478350058",13.33941238,74.74783501,-1
129,Ghar Ki Rasoi,https://www.zomato.com/manipal/ghar-ki-rasoi-tiger-circle/order,"https://www.google.com/maps/dir/?api=1&destination=13.3435050000,74.7780580000",13.343505,74.778058,-1
130,Indie Biryani &amp; Kebabs,https://www.zomato.com/manipal/indie-biryani-kebabs-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3541970000,74.7957550000",13.354197,74.795755,-1
131,Hotel Chicken Zain,https://www.zomato.com/manipal/hotel-chicken-zain-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3535387402,74.7911121324",13.35353874,74.79111213,-1
132,Coral,https://www.zomato.com/manipal/coral-kunjibettu/order,"https://www.google.com/maps/dir/?api=1&destination=13.3451259271,74.7562588379",13.34512593,74.75625884,4.2
133,Anupam,https://www.zomato.com/manipal/anupam-brahmagiri-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3361840000,74.7504700000",13.336184,74.75047,-1
134,Shetty Lunch Home,https://www.zomato.com/manipal/shetty-lunch-home-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3491338671,74.7875850275",13.34913387,74.78758503,-1
135,Payohima,https://www.zomato.com/manipal/payohima-1-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3510174389,74.7877533361",13.35101744,74.78775334,4.4
136,Scirocco,https://www.zomato.com/manipal/scirocco-tiger-circle/order,"https://www.google.com/maps/dir/?api=1&destination=13.3505130000,74.7869560000",13.350513,74.786956,4.2
137,Biryani Paradise,https://www.zomato.com/manipal/biryani-paradise-maruthi-veethika-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3433398507,74.7483107820",13.34333985,74.74831078,-1
138,Biryani Box BOXD,https://www.zomato.com/manipal/biryani-box-boxd-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3460130000,74.7851200000",13.346013,74.78512,-1
139,Hotel Lake View,https://www.zomato.com/manipal/hotel-lake-view-dasharath-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3427131713,74.7900191322",13.34271317,74.79001913,-1
