restro_id,Sim_Restaurant
78,https://www.zomato.com/manipal/nic-natural-ice-creams-vidyaratna-nagar
79,https://www.zomato.com/manipal/bacchus-inn-vidyaratna-nagar
79,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
80,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
80,https://www.zomato.com/manipal/teapot-cafe-vidyaratna-nagar
81,https://www.zomato.com/manipal/the-belgian-waffle-co-tiger-circle
81,https://www.zomato.com/manipal/hotel-udupi-residency-nittur-udupi
81,https://www.zomato.com/manipal/dolce-desserts-tiger-circle
81,https://www.zomato.com/manipal/dominos-pizza-kunjibettu-udupi
82,https://www.zomato.com/manipal/barista-eshwar-nagar
82,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
82,https://www.zomato.com/manipal/malika-white-lotus-hotel-maruthi-veethika
82,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
82,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
83,https://www.zomato.com/manipal/barista-eshwar-nagar
83,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
83,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
83,https://www.zomato.com/manipal/new-tiwari-chat-eshwar-nagar
84,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
84,https://www.zomato.com/manipal/dawath-restaurant-kidiyoor
84,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
85,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
85,https://www.zomato.com/manipal/yummys-restro-vidyaratna-nagar
86,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
86,https://www.zomato.com/manipal/yummys-kitchen-vidyaratna-nagar
87,https://www.zomato.com/manipal/new-tiwari-chat-eshwar-nagar
88,https://www.zomato.com/manipal/dishes-family-restaurant-vidyaratna-nagar
89,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
89,https://www.zomato.com/manipal/the-blind-spot-cafe-vidyaratna-nagar
90,https://www.zomato.com/manipal/barista-eshwar-nagar
90,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
90,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
90,https://www.zomato.com/manipal/burger-it-up-kunjibettu-udupi
91,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
91,https://www.zomato.com/manipal/sanvika-foodzo-vidyaratna-nagar
92,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
92,https://www.zomato.com/manipal/the-biryani-treat-vidyaratna-nagar
93,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
93,https://www.zomato.com/manipal/shivanna-donne-biryani-brahmagiri-udupi
93,https://www.zomato.com/manipal/7-degrees-kinnimulki-udupi
93,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
94,https://www.zomato.com/manipal/barista-eshwar-nagar
94,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
94,https://www.zomato.com/manipal/spicy-kitchen-saralebettu
95,https://www.zomato.com/manipal/the-belgian-waffle-co-tiger-circle
95,https://www.zomato.com/manipal/dolce-desserts-tiger-circle
95,https://www.zomato.com/manipal/dominos-pizza-kunjibettu-udupi
95,https://www.zomato.com/manipal/cupcake-bliss-cakes-desserts-kunjibettu-udupi
96,https://www.zomato.com/manipal/barista-eshwar-nagar
96,https://www.zomato.com/manipal/malika-white-lotus-hotel-maruthi-veethika
96,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
97,https://www.zomato.com/manipal/payohima-1-eshwar-nagar
97,https://www.zomato.com/manipal/time-cafe-restaurant-1-eshwar-nagar
98,https://www.zomato.com/manipal/barista-eshwar-nagar
98,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
98,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
98,https://www.zomato.com/manipal/naaniz-vidyaratna-nagar
99,https://www.zomato.com/manipal/still-venkteshwar-sweets-maruthi-veethika
99,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
100,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
100,https://www.zomato.com/manipal/k-p-foods-and-snacks-eshwar-nagar
101,https://www.zomato.com/manipal/kathi-junction-tiger-circle
101,https://www.zomato.com/manipal/northy-mess-1-eshwar-nagar
102,https://www.zomato.com/manipal/kathi-junction-tiger-circle
102,https://www.zomato.com/manipal/masala-kraft-kitchen-eshwar-nagar
103,https://www.zomato.com/manipal/makazai-vidyaratna-nagar
104,https://www.zomato.com/manipal/kamath-cafe-1-eshwar-nagar
105,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
105,https://www.zomato.com/manipal/pizza-hut-1-vidyaratna-nagar
105,https://www.zomato.com/manipal/ffc-shawarma-maruthi-veethika-udupi
106,https://www.zomato.com/manipal/manipal-express-1-eshwar-nagar
107,https://www.zomato.com/manipal/mcdonalds-eshwar-nagar
107,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
107,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
107,https://www.zomato.com/manipal/kediyoor-gazebo-kidiyoor-udupi
107,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
108,https://www.zomato.com/manipal/hotel-swastik-shivalli
109,https://www.zomato.com/manipal/mcdonalds-eshwar-nagar
109,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
109,https://www.zomato.com/manipal/hotel-thaamboolam-kinnimulki
109,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
109,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
110,https://www.zomato.com/manipal/barista-eshwar-nagar
110,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
110,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
110,https://www.zomato.com/manipal/ctf-udupi-brahmagiri-udupi
111,https://www.zomato.com/manipal/the-belgian-waffle-co-tiger-circle
111,https://www.zomato.com/manipal/indiana-burgers-kunjibettu-udupi
112,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
112,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
112,https://www.zomato.com/manipal/ctf-udupi-brahmagiri-udupi
113,https://www.zomato.com/manipal/saiba-restaurant-eshwar-nagar
113,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
113,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
114,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
114,https://www.zomato.com/manipal/food-chemist-1-vidyaratna-nagar
115,https://www.zomato.com/manipal/hakuna-matata-eshwar-nagar
115,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
115,https://www.zomato.com/manipal/country-inn-mosaic-vidyaratna-nagar
116,https://www.zomato.com/manipal/arabian-knights-vidyaratna-nagar
117,https://www.zomato.com/manipal/arabian-knights-vidyaratna-nagar
118,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
118,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
118,https://www.zomato.com/manipal/ctf-udupi-brahmagiri-udupi
119,https://www.zomato.com/manipal/eye-of-the-tiger-1-eshwar-nagar
119,https://www.zomato.com/manipal/country-inn-mosaic-vidyaratna-nagar
120,https://www.zomato.com/manipal/big-boss-eshwar-nagar
120,https://www.zomato.com/manipal/barista-eshwar-nagar
120,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
120,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
121,https://www.zomato.com/manipal/country-inn-mosaic-vidyaratna-nagar
121,https://www.zomato.com/manipal/tiwari-chat-eshwar-nagar
122,https://www.zomato.com/manipal/zebra-spot-restaurant-eshwar-nagar
122,https://www.zomato.com/manipal/kathi-junction-tiger-circle
110,https://www.zomato.com/manipal/barista-eshwar-nagar
110,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
110,https://www.zomato.com/manipal/mumbai-carters-blue-family-restaurant-kunjibettu-udupi
124,https://www.zomato.com/manipal/barista-eshwar-nagar
124,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
124,https://www.zomato.com/manipal/pind-punjabi-tiger-circle
124,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
125,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
125,https://www.zomato.com/manipal/oceana-multi-cusine-restaurant-vidyaratna-nagar
125,https://www.zomato.com/manipal/shivanna-donne-biryani-brahmagiri-udupi
125,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
125,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
125,https://www.zomato.com/manipal/oceana-multi-cusine-restaurant-vidyaratna-nagar
125,https://www.zomato.com/manipal/shivanna-donne-biryani-brahmagiri-udupi
125,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
127,https://www.zomato.com/manipal/kathi-junction-tiger-circle
127,https://www.zomato.com/manipal/shack-point-by-snack-shack-eshwar-nagar
128,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
128,https://www.zomato.com/manipal/hotel-sri-durga-bhavana-brahmagiri-udupi
128,https://www.zomato.com/manipal/shivanna-donne-biryani-brahmagiri-udupi
128,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
129,https://www.zomato.com/manipal/kathi-junction-tiger-circle
129,https://www.zomato.com/manipal/biryani-box-boxd-vidyaratna-nagar
130,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
130,https://www.zomato.com/manipal/bake-studio-udayavara
130,https://www.zomato.com/manipal/food-palace-vidyaratna-nagar
130,https://www.zomato.com/manipal/shivanna-donne-biryani-vidyaratna-nagar
130,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-kunjibettu-udupi
131,https://www.zomato.com/manipal/bake-studio-kinnimulki
131,https://www.zomato.com/manipal/hot-n-cool-vidyaratna-nagar
132,https://www.zomato.com/manipal/barista-eshwar-nagar
132,https://www.zomato.com/manipal/hotte-thumba-pure-veg-restaurant-saralebettu
133,https://www.zomato.com/manipal/susri-krishna-pure-veg-restaurant-maruthi-veethika-udupi
134,https://www.zomato.com/manipal/the-belgian-waffle-co-tiger-circle
134,https://www.zomato.com/manipal/laziz-pizza-kunjibettu-udupi
135,https://www.zomato.com/manipal/udupi-rasoi-veg-restaurant-pandubettu-udupi
136,https://www.zomato.com/manipal/mcdonalds-eshwar-nagar
136,https://www.zomato.com/manipal/pizza-hut-1-vidyaratna-nagar
136,https://www.zomato.com/manipal/pisces-multicuisine-deluxe-family-restaurant-maruthi-veethika
136,https://www.zomato.com/manipal/bake-studio-brahmagiri-udupi
136,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-kunjibettu-udupi
137,https://www.zomato.com/manipal/hotte-thumba-pure-veg-restaurant-saralebettu
138,https://www.zomato.com/manipal/kathi-junction-tiger-circle
138,https://www.zomato.com/manipal/ghar-ki-rasoi-tiger-circle
139,https://www.zomato.com/manipal/the-tinyhouse-cafe-vidyaratna-nagar
140,https://www.zomato.com/manipal/suresh-mess-vidyaratna-nagar
141,https://www.zomato.com/manipal/barista-eshwar-nagar
141,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
141,https://www.zomato.com/manipal/hotel-naivedya-kinnimulki
141,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
142,https://www.zomato.com/manipal/barista-eshwar-nagar
142,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
142,https://www.zomato.com/manipal/coral-kunjibettu
142,https://www.zomato.com/manipal/payohima-1-eshwar-nagar
143,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
143,https://www.zomato.com/manipal/the-blind-spot-cafe-vidyaratna-nagar
144,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
144,https://www.zomato.com/manipal/yo-dragon-eshwar-nagar
145,https://www.zomato.com/manipal/sharada-international-hotels-private-limited-pandubettu-udupi
146,https://www.zomato.com/manipal/wokaholic-vidyaratna-nagar
147,https://www.zomato.com/manipal/guzzlers-inn-1-saralebettu
147,https://www.zomato.com/manipal/shivanna-donne-biryani-brahmagiri-udupi
147,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
148,https://www.zomato.com/manipal/cafiya-restaurant-maruthi-veethika
148,https://www.zomato.com/manipal/shivanna-donne-biryani-brahmagiri-udupi
148,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
149,https://www.zomato.com/manipal/hidden-woods-club-and-resort-doddanagudde-udupi
150,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
150,https://www.zomato.com/manipal/kfc-vidyaratna-nagar
150,https://www.zomato.com/manipal/shivanna-donne-biryani-vidyaratna-nagar
151,https://www.zomato.com/manipal/barista-eshwar-nagar
151,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
151,https://www.zomato.com/manipal/dawath-restaurant-kidiyoor
151,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
152,https://www.zomato.com/manipal/mcdonalds-eshwar-nagar
152,https://www.zomato.com/manipal/bake-studio-brahmagiri-udupi
152,https://www.zomato.com/manipal/kaliyuga-kunjibettu-udupi
152,https://www.zomato.com/manipal/shivanna-donne-biryani-vidyaratna-nagar
152,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-kunjibettu-udupi
153,https://www.zomato.com/manipal/barista-eshwar-nagar
153,https://www.zomato.com/manipal/hotel-naivedya-kinnimulki
153,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
154,https://www.zomato.com/manipal/barista-eshwar-nagar
154,https://www.zomato.com/manipal/pind-punjabi-tiger-circle
154,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
155,https://www.zomato.com/manipal/barista-eshwar-nagar
155,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
