names,prices
Carbonated Thums Up [330 ml],40.0
Fresh Lime Water,60.0
Fresh Lime Soda,70.0
Lemon Iced Tea,80.0
Chlorophyll Fix,100.0
Blend it like Hawai,110.0
Watermelon Juice,100.0
Mango Lassi,120.0
Banana Lasai,120.0
Peanut Butter and Banana Shake,130.0
Nutella Shake,130.0
Oreo Shake,130.0
Mocha Shake,130.0
Morning Burst,140.0
