names,prices
Special Mysore Pak,135.0
Jalebi,60.0
Mothichur Laddu,110.0
Special Mysore Pak,135.0
German Black Forest Cake,360.0
Butterscotch Cake,360.0
Chocolate Cake,360.0
Chocolate Truffle Cake,390.0
Vanilla Choco Chip Cake,425.0
