names,prices
Tomato Cheese Grilled Sandwich,80.0
Cheese Mushroom Grilled Sandwich,99.0
Hangyo Club Veg Grilled Sandwich,121.0
Coleslaw Club Veg Grilled Sandwich,139.0
French Fries,106.0
Chilli Cheese Toast,126.0
Garlic Cheese Toast,126.0
Veg Spring Roll,133.0
Chicken Spring Roll,148.0
Fried Papad,37.0
Masala Papad,48.0
Pineapple Raita,90.0
Coke [500 ml],55.0
Thums Up [500 ml],55.0
"Sprite [500 ml, Serves 1-2]",53.0
Vanilla Milkshake,90.0
Pista Milkshake,90.0
Butterscotch Milkshake,96.0
Chocolate Milkshake,96.0
Strawberry Milkshake,96.0
Fanta,52.0
Minute Maid Orange,42.0
Fruit Salad,90.0
Mini Gadbad,111.0
American Beauty Sundae,111.0
Hangyo Delight Sundae,116.0
Special Gadbad,132.0
Choco Crunch Sundae,121.0
Chocolate Brownie Sundae,164.0
Nutty Symphony Sundae,196.0
Hangyo Special Sundae,217.0
