names,prices
Samosa Chaat,48.0
Kachori Chaat,48.0
Aloo Tikki,48.0
Mix Chaat,48.0
Churmuri Chaat,48.0
Sukka Chaat,48.0
Sev Puri,48.0
Dahi Puri,48.0
Bhel Puri,48.0
Pani Puri,34.0
Masala Puri,48.0
Papdi Chaat,48.0
Kachori,27.0
Dahi Kachori,48.0
Dahi Samosa,48.0
Dahi Tikki,48.0
Samosa Pav,27.0
Pav Bhaji,45.0
Gulab Jamun,34.0
Gajar Halwa,48.0
Lavang Latta,27.0
Rasmalai,48.0
Rasgulla,48.0
