restro_id,names,links,Google-Maps Links,Latitude,Longitude
135,Payohima,https://www.zomato.com/manipal/payohima-1-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3510174389,74.7877533361",13.3510174389,74.7877533361
136,Scirocco,https://www.zomato.com/manipal/scirocco-tiger-circle/order,"https://www.google.com/maps/dir/?api=1&destination=13.3505130000,74.7869560000",13.350513,74.786956
137,Biryani Paradise,https://www.zomato.com/manipal/biryani-paradise-maruthi-veethika-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3433398507,74.7483107820",13.3433398507,74.748310782
138,Biryani Box BOXD,https://www.zomato.com/manipal/biryani-box-boxd-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3460130000,74.7851200000",13.346013,74.78512
139,Hotel Lake View,https://www.zomato.com/manipal/hotel-lake-view-dasharath-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3427131713,74.7900191322",13.3427131713,74.7900191322
140,Hotel Sammana Veg &amp; Non Veg,https://www.zomato.com/manipal/hotel-sammana-veg-non-veg-kunjibettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3457810000,74.7647810000",13.345781,74.764781
141,Sagar Ratna,https://www.zomato.com/manipal/sagar-ratna-kunjibettu/order,"https://www.google.com/maps/dir/?api=1&destination=13.3451269058,74.7562900186",13.3451269058,74.7562900186
142,Jaafna Waffles and Pancakes,https://www.zomato.com/manipal/jaafna-waffles-and-pancakes-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3471381000,74.7806482000",13.3471381,74.7806482
143,Malabar Express,https://www.zomato.com/manipal/malabar-express-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3516887881,74.7839730978",13.3516887881,74.7839730978
144,Supper Cloud,https://www.zomato.com/manipal/supper-cloud-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3542290000,74.7957130000",13.354229,74.795713
145,Hotel Pingara,https://www.zomato.com/manipal/hotel-pingara-dasharath-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3440380000,74.7904720000",13.344038,74.790472
146,Time Cafe Restaurant,https://www.zomato.com/manipal/time-cafe-restaurant-1-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3473110000,74.7932150000",13.347311,74.793215
147,Kolkata To Manipal,https://www.zomato.com/manipal/kolkata-to-manipal-saralebettu/order,"https://www.google.com/maps/dir/?api=1&destination=13.3566340000,74.7945917000",13.356634,74.7945917
148,Santrupt Military Hotel,https://www.zomato.com/manipal/santrupt-military-hotel-kunjibettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3460896677,74.7591628037",13.3460896677,74.7591628037
149,Leo's Pub,https://www.zomato.com/manipal/leos-pub-maruthi-veethika-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3398479109,74.7491328791",13.3398479109,74.7491328791
150,Coast Asia,https://www.zomato.com/manipal/coast-asia-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3528734000,74.7857260000",13.3528734,74.785726
151,Saiba Restaurant,https://www.zomato.com/manipal/saiba-restaurant-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3526720000,74.7881500000",13.352672,74.78815
152,Pisces Multicuisine Deluxe Family Restaurant,https://www.zomato.com/manipal/pisces-multicuisine-deluxe-family-restaurant-maruthi-veethika/order,"https://www.google.com/maps/dir/?api=1&destination=13.3400730000,74.7490970000",13.340073,74.749097
153,Pind Punjabi,https://www.zomato.com/manipal/pind-punjabi-tiger-circle/order,"https://www.google.com/maps/dir/?api=1&destination=13.3524370000,74.7891110000",13.352437,74.789111
154,Swadesh Heritage A/C Restaurant &amp; Bar,https://www.zomato.com/manipal/swadesh-heritage-a-c-restaurant-bar-maruthi-veethika/order,"https://www.google.com/maps/dir/?api=1&destination=13.3396350000,74.7496720000",13.339635,74.749672
155,Swadesh Heritage,https://www.zomato.com/manipal/swadesh-heritage-maruthi-veethika/order,"https://www.google.com/maps/dir/?api=1&destination=13.3396348826,74.7496706620",13.3396348826,74.749670662
156,Hotel Udupi Residency,https://www.zomato.com/manipal/hotel-udupi-residency-nittur-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3422050000,74.7483400000",13.342205,74.74834
157,Scirocco Coffee Valley,https://www.zomato.com/manipal/scirocco-coffee-valley-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3509640000,74.7873530000",13.350964,74.787353
158,Knight Bite,https://www.zomato.com/manipal/knight-bite-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3516529046,74.7838483750",13.3516529046,74.783848375
159,Hotte Tumba Fish Court,https://www.zomato.com/manipal/hotte-tumba-fish-court-kinnimulki-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3343180000,74.7476230000",13.334318,74.747623
160,Golden Spoon Restaurant,https://www.zomato.com/manipal/golden-spoon-restaurant-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3540495804,74.7946858537",13.3540495804,74.7946858537
161,Pisces Lounge &amp; Bar,https://www.zomato.com/manipal/pisces-lounge-bar-maruthi-veethika/order,"https://www.google.com/maps/dir/?api=1&destination=13.3400730000,74.7490970000",13.340073,74.749097
162,Dakshin,https://www.zomato.com/manipal/dakshin-maruthi-veethika-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3395627857,74.7490517423",13.3395627857,74.7490517423
163,Viraasat The Heritage Fine Dine,https://www.zomato.com/manipal/viraasat-the-heritage-fine-dine-pandubettu-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3505625000,74.7366117000",13.3505625,74.7366117
164,Heafoo Restaurant,https://www.zomato.com/manipal/heafoo-restaurant-brahmagiri-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3345784747,74.7431653791",13.3345784747,74.7431653791
165,Shivanna Donne Biryani,https://www.zomato.com/manipal/shivanna-donne-biryani-vidyaratna-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3582595697,74.7846536606",13.3582595697,74.7846536606
166,Food Hut,https://www.zomato.com/manipal/food-hut-brahmagiri-udupi/order,"https://www.google.com/maps/dir/?api=1&destination=13.3435190614,74.7447583882",13.3435190614,74.7447583882
167,K P Foods and Snacks,https://www.zomato.com/manipal/k-p-foods-and-snacks-eshwar-nagar/order,"https://www.google.com/maps/dir/?api=1&destination=13.3560437000,74.7946473000",13.3560437,74.7946473
